"Category (S)","Title (S)","ShortTitle (S)","ProductID (S)","Weight (N)","Price (N)","Discounted Price (N)","Image (S)","Description (S)","Catalog Weight (S)"
"Category 6","GATSBY F.W PRFCT CLNSING 120G","GATSBY F.W PRFCT CLNSING 120G","899222053709","","400","","","",""
"Category 6","GATSBY F.W PWR RFRSH 120G","GATSBY F.W PWR RFRSH 120G","899222053730","","400","","","",""
"Category 6","SKINNAT F.W M 50ML","SKINNAT F.W M 50ML","8901526991174","","219","","","",""
"Category 6","SKINNAT F.W O.CLR M 100ML","SKINNAT F.W O.CLR M 100ML","8901526991150","","399.01","","","",""
"Category 6","GATSBY F.W OILCONAT 120G","GATSBY F.W OILCONAT 120G","8992222053693","","400","","","",""
"Category 6","","","3610340222382","","0","","","",""
"Category 6","","","8992222053716","","0","","","",""
"Category 6","","","7137571740394","","0","","","",""
"Category 6","","","6001087010870","","0","","","",""
"Category 6","","","8992222053709","","0","","","",""
"Category 6","","","3610340222399","","0","","","",""
"Category 6","","","7137571741384","","0","","","",""
"Category 6","","","8901526211760","","0","","","",""
"Category 6","","","8992222053730","","0","","","",""
"Category 6","","","8696630137579","","0","","","",""
"Category 6","","","8961014234961","","0","","","",""
"Category 6","","","8961014234947","","0","","","",""
"Category 6","","","5011321374546","","0","","","",""
"Category 6","","","6001087005654","","0","","","",""
"Category 6","","","8901526211753","","0","","","",""
"Category 7","PALMOLIVE SOAP GRN 75G X3","PALMOLIVE SOAP GRN 75G X3","8886950031118","","89.73","","","",""
"Category 7","PALMOLIVE SOAP WHT 75G X3","PALMOLIVE SOAP WHT 75G X3","8886950031101","","89.73","","","",""
"Category 7","PALMOLIVE SOAP PINK 75G X3","PALMOLIVE SOAP PINK 75G X3","8886950031125","","89.73","","","",""
"Category 7","DETTOL SOAP ORG 62G X3","DETTOL SOAP ORG 62G X3","8964000954270","","95.28","","","",""
"Category 7","DETTOL SOAP ORG 95G X3","DETTOL SOAP ORG 95G X3","6001106209261","","141.02","","","",""
"Category 7","DETTOL SOAP SKINCARE 95G X3","DETTOL SOAP SKINCARE 95G X3","6001106209285","","141.02","","","",""
"Category 7","SAFGRD SOAP WHT 70G X6","SAFGRD SOAP WHT 70G X6","5013965705069","","174.5","","","",""
"Category 7","SAFGRD SOAP LMN 70G X6","SAFGRD SOAP LMN 70G X6","5013965705038","","175.21","","","",""
"Category 7","LIFEBUOY H.W CARE 220ML","LIFEBUOY H.W CARE 220ML","8961014001112","","122.85","","","",""
"Category 7","LIFEBUOY H.W TTL 220ML","LIFEBUOY H.W TTL 220ML","8961014001105","","122.85","","","",""
"Category 7","DETTOL SOAP COOL 95G X3","DETTOL SOAP COOL 95G X3","6001106209308","","141.03","","","",""
"Category 7","DETTOL SOAP(C) 95G 2+1","DETTOL SOAP(C) 95G 2+1","6001106209599","","118.66","","","",""
"Category 7","DETTOL SOAP RENERGIZE 95G X3","DETTOL SOAP RENERGIZE 95G X3","6001106209551","","141.02","","","",""
"Category 7","LIFEBUOY H.W TTL RFL 200ML","LIFEBUOY H.W TTL RFL 200ML","8961014001082","","119.66","","","",""
"Category 7","LIFEBUOY H.W CARE RFL 200ML","LIFEBUOY H.W CARE RFL 200ML","8961014001211","","119.66","","","",""
"Category 7","LIFEBUOY T H.W REFILL 1L","LIFEBUOY T H.W REFILL 1L","8961014002348","","387.82","","","",""
"Category 7","LIFEBUOY H.W ACTFRESH 220ML","LIFEBUOY H.W ACTFRESH 220ML","8961014001099","","122.85","","","",""
"Category 7","PALMOLIVE SOAP BUNDLE 345G","PALMOLIVE SOAP BUNDLE 345G","8886950039039","","114.53","","","",""
"Category 7","PALMOLIVE SOAP ORG 155G","PALMOLIVE SOAP ORG 155G","8886950031606","","50.43","","","",""
"Category 7","PALMOLIVE SOAP WHT 155G","PALMOLIVE SOAP WHT 155G","8886950031323","","50.43","","","",""
"Category 7","PALMOLIVE SOAP PNK 155G","PALMOLIVE SOAP PNK 155G","8886950031583","","50.43","","","",""
"Category 7","PALMOLIVE SOAP GRN 155G","PALMOLIVE SOAP GRN 155G","8886950031576","","50.43","","","",""
"Category 7","DETTOL SOAP RENERGIZE 138G","DETTOL SOAP RENERGIZE 138G","6001106209612","","64.1","","","",""
"Category 7","DETTOL SOAP COOL 138G","DETTOL SOAP COOL 138G","6001106209506","","64.1","","","",""
"Category 7","DETTOL SOAP ORIGINAL 138G","DETTOL SOAP ORIGINAL 138G","6001106209520","","64.1","","","",""
"Category 7","DETTOL SOAP SKIN CARE 138G","DETTOL SOAP SKIN CARE 138G","6001106209513","","64.1","","","",""
"Category 7","DETTOL SOAP (O) 95G CP(S:25)","DETTOL SOAP (O) 95G CP(S:25)","6001106209575","","122.49","","","",""
"Category 7","PALMOLIVE SOAP SAVER PK 450G","PALMOLIVE SOAP SAVER PK 450G","8886950039138","","135.9","","","",""
"Category 7","LIFEBUOY H.W LOD SNITIZR 55ML","LIFEBUOY H.W LOD SNITIZR 55ML","8901030599217","","101.71","","","",""
"Category 7","PALMOLIVE SOAP FLAWLSS 115G","PALMOLIVE SOAP FLAWLSS 115G","8886950031484","","41.03","","","",""
"Category 7","DETTOL H.W W/PUMP ORG 150ML","DETTOL H.W W/PUMP ORG 150ML","6001106209094","","144.44","","","",""
"Category 7","DETTOL H.W W/PUMP SKINCARE 150M","DETTOL H.W W/PUMP SKINCARE 150M","6001106209100","","144.44","","","",""
"Category 7","DETTOL H/WASH ORG PUMP 250ML","DETTOL H/WASH ORG PUMP 250ML","6001106209070","","212.82","","","",""
"Category 7","DETTOL H/WASH SC PUMP 250ML","DETTOL H/WASH SC PUMP 250ML","6001106209087","","212.82","","","",""
"Category 7","DETTOL H.W POUCH ORG 150ML","DETTOL H.W POUCH ORG 150ML","6001106209117","","118.8","","","",""
"Category 7","DETTOL H.W PCH SKINCARE 150ML","DETTOL H.W PCH SKINCARE 150ML","6001106209124","","118.8","","","",""
"Category 7","SAFGRD H.W LQD PUREWHT 225ML","SAFGRD H.W LQD PUREWHT 225ML","4015400928157","","102.6","","","",""
"Category 7","SAFGRD LQD H.W LMNFRSH 225ML","SAFGRD LQD H.W LMNFRSH 225ML","4015400928249","","102.6","","","",""
"Category 7","DETTOL SOAP DEEP CLNS 138G","DETTOL SOAP DEEP CLNS 138G","8961101230555","","58.83","","","",""
"Category 7","DETTOL SOAP RENRGIZE SV R.25 95","DETTOL SOAP RENRGIZE SV R.25 95","6001106209667","","118.66","","","",""
"Category 7","SAFGRD LHS FLRLSCNT 225ML","SAFGRD LHS FLRLSCNT 225ML","4015400928218","","102.6","","","",""
"Category 7","SAFGRD WHT 110G","SAFGRD WHT 110G","8001090573001","","41.73","","","",""
"Category 7","SAFGRD WHT 145G","SAFGRD WHT 145G","8001090573162","","48.83","","","",""
"Category 7","SAFGRD LMN FRSH 145G","SAFGRD LMN FRSH 145G","8001090573490","","48.83","","","",""
"Category 7","SAFGRD FLRLSCNT 145G","SAFGRD FLRLSCNT 145G","8001090573773","","48.83","","","",""
"Category 7","SAFGRD LMN FRSH BNDL 145G","SAFGRD LMN FRSH BNDL 145G","8001090794109","","149.67","","","",""
"Category 7","SAFGRD FLRLSCNT BNDL 145G","SAFGRD FLRLSCNT BNDL 145G","8001090794130","","149.67","","","",""
"Category 7","SVNAH SOAP LNDNPASS 150G","SVNAH SOAP LNDNPASS 150G","6291003250101","","47.01","","","",""
"Category 7","SVNAH SOAP PARISRMNC 115G","SVNAH SOAP PARISRMNC 115G","6291003253591","","42.32","","","",""
"Category 7","SVNAH SOAP ARBIANBLIS 115G","SVNAH SOAP ARBIANBLIS 115G","6291003253584","","42.32","","","",""
"Category 7","SVNAH SOAP PARISRMNC 75G","SVNAH SOAP PARISRMNC 75G","6291003253539","","29.77","","","",""
"Category 7","SVNAH SOAP LNDNPASS 75G","SVNAH SOAP LNDNPASS 75G","6291003253526","","29.77","","","",""
"Category 7","LUX VLVT TCH 70G","LUX VLVT TCH 70G","8961014015287","","33.19","","","",""
"Category 7","LIFEBUOY WHT 72G","LIFEBUOY WHT 72G","8961014007718","","25.64","","","",""
"Category 7","LIFEBUOY RED 72G","LIFEBUOY RED 72G","8961014234633","","25.64","","","",""
"Category 7","LIFEBUOY GRN 72G","LIFEBUOY GRN 72G","8961014234657","","20.64","","","",""
"Category 7","LUX VLVT TCH 110G","LUX VLVT TCH 110G","8961014015294","","41.3","","","",""
"Category 7","LUX VLVT TCH TRIO 110G","LUX VLVT TCH TRIO 110G","8961014015379","","116.34","","","",""
"Category 7","LIFEBUOY WHT 112G","LIFEBUOY WHT 112G","8961014234671","","33.19","","","",""
"Category 7","LIFEBUOY RED 112G","LIFEBUOY RED 112G","8961014234664","","33.19","","","",""
"Category 7","LIFEBUOY GRN 112G","LIFEBUOY GRN 112G","8961014234688","","33.19","","","",""
"Category 7","LIFEBUOY LMNFRSH SHR 112G","LIFEBUOY LMNFRSH SHR 112G","8961014013214","","91.56","","","",""
"Category 7","LIFEBUOY RED TRIO 112G","LIFEBUOY RED TRIO 112G","8961014234855","","92.56","","","",""
"Category 7","LIFEBUOY WHT TRIO 112G","LIFEBUOY WHT TRIO 112G","8961014007848","","90.56","","","",""
"Category 7","LIFEBUOY LMNFRSH TRIO 112G","LIFEBUOY LMNFRSH TRIO 112G","8961014234893","","84.56","","","",""
"Category 7","LUX VLVT TCH TRIO 145G","LUX VLVT TCH TRIO 145G","8961014015286","","137.72","","","",""
"Category 7","LUX SFT TCH TRIO 145G","LUX SFT TCH TRIO 145G","8961014015393","","137.72","","","",""
"Category 7","LIFEBUOY LMNFRSH 146G","LIFEBUOY LMNFRSH 146G","8961014234732","","37.73","","","",""
"Category 7","LIFEBUOY GRN 146G","LIFEBUOY GRN 146G","8961014234725","","37.73","","","",""
"Category 7","LIFEBUOY WHT 146G","LIFEBUOY WHT 146G","8961014013078","","37.73","","","",""
"Category 7","LUX VLVT TCH 145G","LUX VLVT TCH 145G","8961014015300","","49.85","","","",""
"Category 7","LUX SFT TCH 145G","LUX SFT TCH 145G","8961014015324","","49.85","","","",""
"Category 7","LUX PURPLE LOTUS 145G","LUX PURPLE LOTUS 145G","8961014015348","","49.85","","","",""
"Category 7","LUX FRSH SPLASH 145G","LUX FRSH SPLASH 145G","8961014015362","","49.85","","","",""
"Category 7","SAFGRD HNY 145G","SAFGRD HNY 145G","8001090574053","","47.83","","","",""
"Category 7","SAFGRD HNY ENDL 145G","SAFGRD HNY ENDL 145G","8001090794161","","166.67","","","",""
"Category 7","LIFEBUOY H.W LQD TTL 1L","LIFEBUOY H.W LQD TTL 1L","8961014003567","","387.82","","","",""
"Category 7","LIFEBUOY H.W LQD ACTFRSH 1L","LIFEBUOY H.W LQD ACTFRSH 1L","8961014003574","","387.82","","","",""
"Category 7","LUX PURPLE LOTUS 110G","LUX PURPLE LOTUS 110G","8961014015331","","40.3","","","",""
"Category 7","SAFGRD H.W LQD PW 450ML","SAFGRD H.W LQD PW 450ML","8001090738448","","170.1","","","",""
"Category 7","SAFGRD H.W LQD FS 450ML","SAFGRD H.W LQD FS 450ML","8001090738479","","170.1","","","",""
"Category 7","SAFGRD H.W LQD LF 450ML","SAFGRD H.W LQD LF 450ML","8001090738509","","170.1","","","",""
"Category 7","SAFGRD H.W PW 420ML","SAFGRD H.W PW 420ML","8001090738530","","128.2","","","",""
"Category 7","LIFEBUOY RED 146G X3","LIFEBUOY RED 146G X3","8961014234480","","24.53","","","",""
"Category 7","LIFEBUOY WHITE 146G X3","LIFEBUOY WHITE 146G X3","8961014234459","","38.18","","","",""
"Category 7","SAFEGUARD SOAP L&F 100G","SAFEGUARD SOAP L&F 100G","8001090876591","","47.01","","","",""
"Category 7","SAFEGUARD SOAP FLR 100G","SAFEGUARD SOAP FLR 100G","8001090876713","","40.01","","","",""
"Category 7","SAFEGUARD SOAP WHT 100G X3","SAFEGUARD SOAP WHT 100G X3","8001090882080","","124.48","","","",""
"Category 7","SAFEGUARD SOAP HNY 100G","SAFEGUARD SOAP HNY 100G","8001090573964","","47.01","","","",""
"Category 7","SAFEGUARD SOAP HNY 100G X3","SAFEGUARD SOAP HNY 100G X3","8001090882059","","132.48","","","",""
"Category 7","SAFEGUARD SOAP LFR 110G X3","SAFEGUARD SOAP LFR 110G X3","8001090882110","","124.48","","","",""
"Category 7","SAFEGUARD SOAP FLR 110G X3","SAFEGUARD SOAP FLR 110G X3","8001090882141","","124.48","","","",""
"Category 7","DETTOL SOAP ORG 138GX4 S:50","DETTOL SOAP ORG 138GX4 S:50","8961101230937","","152.67","","","",""
"Category 7","DETTOL SOAP COOL 138GX4 S:50","DETTOL SOAP COOL 138GX4 S:50","8961101230951","","152.67","","","",""
"Category 7","DETTOL SOAP SKINCARE 138GX4 S:","DETTOL SOAP SKINCARE 138GX4 S:","8961101230944","","152.67","","","",""
"Category 7","DETTOL SOAP REENRGISE 138GX4 S:","DETTOL SOAP REENRGISE 138GX4 S:","8961101231071","","152.67","","","",""
"Category 7","DETTOL SOAP DEEPCLNS 138GX4 S:","DETTOL SOAP DEEPCLNS 138GX4 S:","8961101231088","","172.67","","","",""
"Category 7","DETTOL H.W LQD REFRESH 250ML","DETTOL H.W LQD REFRESH 250ML","9300631016656","","226.49","","","",""
"Category 7","DETTOL H.W LQD VAN&ORCHID 250ML","DETTOL H.W LQD VAN&ORCHID 250ML","9300701856519","","226.49","","","",""
"Category 7","LIFEBUOY SOAP ITTAR 112G","LIFEBUOY SOAP ITTAR 112G","8961014234497","","38.46","","","",""
"Category 7","","","6291003253546","","0","","","",""
"Category 7","","","6001106115081","","0","","","",""
"Category 7","","","8961014015386","","0","","","",""
"Category 8","COLGATE T.P ADH TTL 75G","COLGATE T.P ADH TTL 75G","8886950057057","","71.65","","","",""
"Category 8","COLGATE T.P GRF 27G","COLGATE T.P GRF 27G","8886950051260","","16.09","","","",""
"Category 8","COLGATE T.PASTE GRF 150G","COLGATE T.PASTE GRF 150G","88869500551048","","94.66","","","",""
"Category 8","SHIELD T.B ANGULARB/P","SHIELD T.B ANGULARB/P","8964001492733","","17.09","","","",""
"Category 8","SHIELD T.B NEW CLARITY","SHIELD T.B NEW CLARITY","8964001492627","","68.38","","","",""
"Category 8","SHIELD T.B FLE XADULT","SHIELD T.B FLE XADULT","8964001492627","","38.46","","","",""
"Category 8","SHIELD T.B ANTIBAC","SHIELD T.B ANTIBAC","8964001492696","","55.56","","","",""
"Category 8","COLGATE T.B C.CLN S","COLGATE T.B C.CLN S","8886950092096","","30.4","","","",""
"Category 8","COLGATE T.B ZIG ZAG SML","COLGATE T.B ZIG ZAG SML","8886950093192","","43.43","","","",""
"Category 8","SMOKERS T.P ACTIVE 100ML","SMOKERS T.P ACTIVE 100ML","5012251012010","","200.85","","","",""
"Category 8","COLGATE T.P HRB 27G","COLGATE T.P HRB 27G","8886950052106","","102.54","","","",""
"Category 8","COLGATE T.P HRB REG 150G","COLGATE T.P HRB REG 150G","8886950052045","","119.66","","","",""
"Category 8","COLGATE ADULT T.B 360 DEG MED","COLGATE ADULT T.B 360 DEG MED","4892368320847","","98.29","","","",""
"Category 8","COLGATE SPARKLE T.P 28G X3","COLGATE SPARKLE T.P 28G X3","8886950066523","","38.46","","","",""
"Category 8","SPARKLE T.P STRNG 200G","SPARKLE T.P STRNG 200G","8886950066479","","68.38","","","",""
"Category 8","COLGATE SENS REG 150G","COLGATE SENS REG 150G","8886950055039","","158.59","","","",""
"Category 8","COLGATE SENS PRO 100G","COLGATE SENS PRO 100G","8886950055275","","188.03","","","",""
"Category 8","COLGATE T.P SENS 50G","COLGATE T.P SENS 50G","8886950055046","","66.78","","","",""
"Category 8","COLGATE T.P MAXFRESH RED 75G","COLGATE T.P MAXFRESH RED 75G","8886950056036","","69.92","","","",""
"Category 8","SENSODYNE T.P MAXFRESH RED 75G","SENSODYNE T.P MAXFRESH RED 75G","6805699953675","","363.25","","","",""
"Category 8","SENSODYNE T.B MULTI SOFT","SENSODYNE T.B MULTI SOFT","9200475782871","","102.56","","","",""
"Category 8","SENSODYN T/PASTE ORGNL 50G","SENSODYN T/PASTE ORGNL 50G","9200475760503","","109.11","","","",""
"Category 8","SENSODYNE T/PASTE ORGNL 100G","SENSODYNE T/PASTE ORGNL 100G","9200475761005","","188.03","","","",""
"Category 8","SENSODYN T/PASTE FLURIDE 70G","SENSODYN T/PASTE FLURIDE 70G","9200475730704","","126.75","","","",""
"Category 8","SENSODYNE T/PASTE FLORD 100G","SENSODYNE T/PASTE FLORD 100G","9200475780709","","173.76","","","",""
"Category 8","SENSODYNE T/PASTE M/CRE 70G","SENSODYNE T/PASTE M/CRE 70G","9200475780709","","145.3","","","",""
"Category 8","SENSODYNE T/PASTE MCR 100G","SENSODYNE T/PASTE MCR 100G","9200475781003","","200.85","","","",""
"Category 8","SENSODYNE T.P MULTICARE 30G","SENSODYNE T.P MULTICARE 30G","9200475780303","","62.1","","","",""
"Category 8","COLGATE T.P MAXFRSH BLU 75G","COLGATE T.P MAXFRSH BLU 75G","8886950056012","","76.92","","","",""
"Category 8","SPARKLE T.P BRSHPCK 70G","SPARKLE T.P BRSHPCK 70G","8886950066455","","35.74","","","",""
"Category 8","COLGATE T.P MAXFRSH GRN 75G","COLGATE T.P MAXFRSH GRN 75G","8886950056050","","76.92","","","",""
"Category 8","COLGATE T.P GRF 75G","COLGATE T.P GRF 75G","8886950051024","","68.38","","","",""
"Category 8","COLGATE T.P HRB REG 45G","COLGATE T.P HRB REG 45G","8886950052120","","28.92","","","",""
"Category 8","COLGATE T.P MISWAK 100G","COLGATE T.P MISWAK 100G","8886950054025","","85.47","","","",""
"Category 8","DABUR T/PASTE RED 200GM","DABUR T/PASTE RED 200GM","8901207000324","","170.94","","","",""
"Category 8","PARDONTAX T.P ORG 100G","PARDONTAX T.P ORG 100G","9200475776108","","147.85","","","",""
"Category 8","MYBRUSH T.B EDGE SFT","MYBRUSH T.B EDGE SFT","8964001221029","","64.1","","","",""
"Category 8","MYBRUSH T.B FIX SFT","MYBRUSH T.B FIX SFT","8964001221043","","55.56","","","",""
"Category 8","ENGLISH T.P REGINT","ENGLISH T.P REGINT","8964000572559","","68.38","","","",""
"Category 8","ENGLISH T.P ANTIBAC","ENGLISH T.P ANTIBAC","8964000570142","","85.47","","","",""
"Category 8","ENGLISH T.P HERBAL","ENGLISH T.P HERBAL","8964000570128","","85.47","","","",""
"Category 8","ENGLISH T.P CAVITY PROT","ENGLISH T.P CAVITY PROT","8964000570159","","85.47","","","",""
"Category 8","COLGATE ADULT T.B NAVI PLUS","COLGATE ADULT T.B NAVI PLUS","8850006330593","","72.65","","","",""
"Category 8","COLGATE T/BRUSH ADLT EX/CLN","COLGATE T/BRUSH ADLT EX/CLN","8886950092119","","38.46","","","",""
"Category 8","COLGATE T/BRUSH ADLT TWS/MED","COLGATE T/BRUSH ADLT TWS/MED","8850006265178","","64.1","","","",""
"Category 8","COLGATE T.B KIDS 2D JUNIOR","COLGATE T.B KIDS 2D JUNIOR","4808888200033","","38.46","","","",""
"Category 8","COLGATE T.P BRSH PK 300G","COLGATE T.P BRSH PK 300G","8886950050218","","235.04","","","",""
"Category 8","SPARKLE T.P STRNG 130G","SPARKLE T.P STRNG 130G","8886950066486","","51.28","","","",""
"Category 8","COLGATE T.B SLIM SOFT S","COLGATE T.B SLIM SOFT S","8850006331682","","94.02","","","",""
"Category 8","","","5013965953354","","0","","","",""
"Category 8","","","8964001492641","","0","","","",""
"Category 8","","","8886950051048","","0","","","",""
"Category 8","","","9200475731008","","0","","","",""
